geocode,variablename,year,rank,value,country,region,commonwealth
BWA,Peace and Security,2016,69,72.66,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2016,31,72.25,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2017,56,54.94,Botswana,Sub-Saharan Africa ,1
BWA,Education,2017,102,61.05,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2017,152,37.4,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2017,92,68.86,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2017,139,48.56,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2017,72,72.83,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2017,20,74.92,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2018,27,59.49,Botswana,Sub-Saharan Africa ,1
BWA,Education,2018,102,61.05,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2018,152,37.13,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2018,120,56.7,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2018,137,49.91,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2018,78,71.42,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2018,33,70.48,Botswana,Sub-Saharan Africa ,1
CAF,Civic Participation,2010,70,44.16,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2010,158,1.61,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2010,110,50.01,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2010,150,39.21,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2010,158,12.34,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2010,153,25.14,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2010,50,64.83,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2011,93,39.03,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2011,158,1.93,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2011,109,50.08,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2011,148,39.33,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2011,158,12.26,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2011,156,22.01,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2011,52,63.64,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2012,100,39.22,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2012,158,1.89,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2012,109,50.57,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2012,151,39.96,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2012,158,12.51,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2012,154,24.48,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2012,56,62.46,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2013,109,39.41,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2013,158,1.8,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2013,109,50.97,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2013,150,41.48,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2013,158,12.39,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2013,158,11.45,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2013,63,61.27,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2014,101,39.61,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2014,159,1.7,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2014,107,51.66,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2014,151,41.57,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2014,158,12.48,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2014,160,5.65,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2014,70,60.08,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2015,112,39.8,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2015,159,1.61,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2015,104,52.27,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2015,148,42.67,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2015,159,12.47,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2015,161,1.95,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2015,74,58.9,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2016,111,39.99,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2016,159,1.52,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2016,101,52.85,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2016,144,43.64,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2016,159,12.51,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2016,159,5.37,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2016,78,57.71,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2017,94,44.58,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2017,159,1.85,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2017,101,53.5,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2017,150,43.75,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2017,159,12.54,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2017,158,13.96,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2017,80,58.6,Central African Republic,Sub-Saharan Africa ,
CAF,Civic Participation,2018,91,44.58,Central African Republic,Sub-Saharan Africa ,
CAF,Education,2018,159,1.85,Central African Republic,Sub-Saharan Africa ,
CAF,Employment and Opportunity,2018,101,53.51,Central African Republic,Sub-Saharan Africa ,
CAF,Equality of Opportunity,2018,148,43.87,Central African Republic,Sub-Saharan Africa ,
CAF,Health and Wellbeing,2018,159,12.54,Central African Republic,Sub-Saharan Africa ,
CAF,Peace and Security,2018,158,16.33,Central African Republic,Sub-Saharan Africa ,
CAF,Political Participation,2018,71,58.6,Central African Republic,Sub-Saharan Africa ,
CAN,Civic Participation,2010,5,71.27,Canada,North America,1
CAN,Education,2010,19,87.23,Canada,North America,1
CAN,Employment and Opportunity,2010,20,78.33,Canada,North America,1
CAN,Equality of Opportunity,2010,64,76.07,Canada,North America,1
CAN,Health and Wellbeing,2010,50,81.74,Canada,North America,1
CAN,Peace and Security,2010,33,84.89,Canada,North America,1
CAN,Political Participation,2010,114,43.11,Canada,North America,1
CAN,Civic Participation,2011,3,75.22,Canada,North America,1
CAN,Education,2011,19,87.38,Canada,North America,1
CAN,Employment and Opportunity,2011,18,79.08,Canada,North America,1
CAN,Equality of Opportunity,2011,39,80.44,Canada,North America,1
CAN,Health and Wellbeing,2011,49,81.67,Canada,North America,1
CAN,Peace and Security,2011,22,87.78,Canada,North America,1
CAN,Political Participation,2011,115,42.67,Canada,North America,1
CAN,Civic Participation,2012,4,71.01,Canada,North America,1
CAN,Education,2012,15,88.43,Canada,North America,1
CAN,Employment and Opportunity,2012,19,79.36,Canada,North America,1
CAN,Equality of Opportunity,2012,26,83.48,Canada,North America,1
CAN,Health and Wellbeing,2012,53,81.58,Canada,North America,1
CAN,Peace and Security,2012,30,87.86,Canada,North America,1
CAN,Political Participation,2012,119,42.22,Canada,North America,1
CAN,Civic Participation,2013,6,70.34,Canada,North America,1
CAN,Education,2013,19,88.35,Canada,North America,1
CAN,Employment and Opportunity,2013,18,80.48,Canada,North America,1
CAN,Equality of Opportunity,2013,80,71.06,Canada,North America,1
CAN,Health and Wellbeing,2013,53,81.78,Canada,North America,1
CAN,Peace and Security,2013,29,88.73,Canada,North America,1
CAN,Political Participation,2013,110,45.78,Canada,North America,1
CAN,Civic Participation,2014,9,69.67,Canada,North America,1
CAN,Education,2014,19,88.33,Canada,North America,1
CAN,Employment and Opportunity,2014,18,80.79,Canada,North America,1
CAN,Equality of Opportunity,2014,63,76.77,Canada,North America,1
CAN,Health and Wellbeing,2014,59,80.27,Canada,North America,1
CAN,Peace and Security,2014,31,88.39,Canada,North America,1
CAN,Political Participation,2014,100,49.33,Canada,North America,1
CAN,Civic Participation,2015,11,68.14,Canada,North America,1
CAN,Education,2015,19,88.49,Canada,North America,1
CAN,Employment and Opportunity,2015,19,81.25,Canada,North America,1
CAN,Equality of Opportunity,2015,56,78.26,Canada,North America,1
CAN,Health and Wellbeing,2015,59,80.06,Canada,North America,1
CAN,Peace and Security,2015,29,89.33,Canada,North America,1
CAN,Political Participation,2015,110,46.67,Canada,North America,1
CAN,Civic Participation,2016,17,64.79,Canada,North America,1
CAN,Education,2016,19,88.83,Canada,North America,1
CAN,Employment and Opportunity,2016,20,81.81,Canada,North America,1
CAN,Equality of Opportunity,2016,63,76.89,Canada,North America,1
CAN,Health and Wellbeing,2016,60,80.38,Canada,North America,1
CAN,Peace and Security,2016,27,89.67,Canada,North America,1
CAN,Political Participation,2016,113,44,Canada,North America,1
CAN,Civic Participation,2017,18,67.27,Canada,North America,1
CAN,Education,2017,19,89.03,Canada,North America,1
CAN,Employment and Opportunity,2017,17,83.51,Canada,North America,1
CAN,Equality of Opportunity,2017,49,79.08,Canada,North America,1
CAN,Health and Wellbeing,2017,59,80.43,Canada,North America,1
CAN,Peace and Security,2017,25,89.82,Canada,North America,1
CAN,Political Participation,2017,104,44.89,Canada,North America,1
CAN,Civic Participation,2018,45,54.49,Canada,North America,1
CAN,Education,2018,19,89.03,Canada,North America,1
CAN,Employment and Opportunity,2018,18,83.32,Canada,North America,1
CAN,Equality of Opportunity,2018,38,80.64,Canada,North America,1
CAN,Health and Wellbeing,2018,65,79.98,Canada,North America,1
CAN,Peace and Security,2018,28,89.64,Canada,North America,1
CAN,Political Participation,2018,115,41.33,Canada,North America,1
CHE,Civic Participation,2010,53,48.79,Switzerland,Europe and Central Asia,
CHE,Education,2010,20,87.01,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2010,3,89.27,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2010,31,81.61,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2010,20,89.19,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2010,6,93.63,Switzerland,Europe and Central Asia,
CHE,Political Participation,2010,3,85.78,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2011,57,49.57,Switzerland,Europe and Central Asia,
CHE,Education,2011,20,87.06,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2011,5,89.47,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2011,30,81.65,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2011,18,89.9,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2011,6,94.11,Switzerland,Europe and Central Asia,
CHE,Political Participation,2011,4,84.56,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2012,55,50.34,Switzerland,Europe and Central Asia,
CHE,Education,2012,21,87.07,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2012,5,89.23,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2012,45,79.76,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2012,17,90.25,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2012,6,94.41,Switzerland,Europe and Central Asia,
CHE,Political Participation,2012,5,83.33,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2013,57,51.11,Switzerland,Europe and Central Asia,
CHE,Education,2013,24,87.45,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2013,7,88.62,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2013,32,81.63,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2013,17,90.62,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2013,4,94.58,Switzerland,Europe and Central Asia,
CHE,Political Participation,2013,10,82.11,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2014,58,51.88,Switzerland,Europe and Central Asia,
CHE,Education,2014,24,87.66,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2014,7,88.64,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2014,31,82.06,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2014,14,91.23,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2014,5,95.71,Switzerland,Europe and Central Asia,
CHE,Political Participation,2014,9,80.89,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2015,67,51.52,Switzerland,Europe and Central Asia,
CHE,Education,2015,22,87.86,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2015,8,88.27,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2015,4,90.39,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2015,12,90.77,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2015,4,95.84,Switzerland,Europe and Central Asia,
CHE,Political Participation,2015,7,82.67,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2016,79,48.44,Switzerland,Europe and Central Asia,
CHE,Education,2016,22,88.03,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2016,8,88.37,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2016,5,91.5,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2016,15,90.83,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2016,4,95.9,Switzerland,Europe and Central Asia,
CHE,Political Participation,2016,5,84.44,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2017,52,55.31,Switzerland,Europe and Central Asia,
CHE,Education,2017,22,88.02,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2017,9,88.75,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2017,1,97.86,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2017,13,91.55,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2017,5,95.97,Switzerland,Europe and Central Asia,
CHE,Political Participation,2017,2,88,Switzerland,Europe and Central Asia,
CHE,Civic Participation,2018,51,53.77,Switzerland,Europe and Central Asia,
CHE,Education,2018,22,88.02,Switzerland,Europe and Central Asia,
CHE,Employment and Opportunity,2018,9,89.19,Switzerland,Europe and Central Asia,
CHE,Equality of Opportunity,2018,1,99.01,Switzerland,Europe and Central Asia,
CHE,Health and Wellbeing,2018,11,91.78,Switzerland,Europe and Central Asia,
CHE,Peace and Security,2018,5,95.54,Switzerland,Europe and Central Asia,
CHE,Political Participation,2018,17,76.44,Switzerland,Europe and Central Asia,
CHL,Civic Participation,2010,77,42.73,Chile,Latin America and Caribbean ,
CHL,Education,2010,40,78.71,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2010,76,56.52,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2010,33,80.72,Chile,Latin America and Caribbean ,
CHL,Health and Wellbeing,2010,57,79.77,Chile,Latin America and Caribbean ,
CHL,Peace and Security,2010,64,74.49,Chile,Latin America and Caribbean ,
CHL,Political Participation,2010,51,64.25,Chile,Latin America and Caribbean ,
CHL,Civic Participation,2011,85,41.47,Chile,Latin America and Caribbean ,
CHL,Education,2011,38,79.2,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2011,71,57.08,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2011,29,81.66,Chile,Latin America and Caribbean ,
CHL,Health and Wellbeing,2011,51,81.34,Chile,Latin America and Caribbean ,
CHL,Peace and Security,2011,57,74.77,Chile,Latin America and Caribbean ,
CHL,Political Participation,2011,46,65.14,Chile,Latin America and Caribbean ,
CHL,Civic Participation,2012,81,43.63,Chile,Latin America and Caribbean ,
CHL,Education,2012,40,78.77,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2012,61,60.34,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2012,42,80.53,Chile,Latin America and Caribbean ,
CHL,Health and Wellbeing,2012,44,83.83,Chile,Latin America and Caribbean ,
CHL,Peace and Security,2012,53,76.64,Chile,Latin America and Caribbean ,
CHL,Political Participation,2012,41,66.03,Chile,Latin America and Caribbean ,
CHL,Civic Participation,2013,80,45.65,Chile,Latin America and Caribbean ,
CHL,Education,2013,39,80.09,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2013,58,61.91,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2013,36,81.1,Chile,Latin America and Caribbean ,
CHL,Health and Wellbeing,2013,52,82.13,Chile,Latin America and Caribbean ,
CHL,Peace and Security,2013,53,77.14,Chile,Latin America and Caribbean ,
CHL,Political Participation,2013,47,66.03,Chile,Latin America and Caribbean ,
CHL,Civic Participation,2014,90,42.3,Chile,Latin America and Caribbean ,
CHL,Education,2014,40,80.49,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2014,53,63.38,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2014,18,85.25,Chile,Latin America and Caribbean ,
CHL,Health and Wellbeing,2014,52,82.25,Chile,Latin America and Caribbean ,
CHL,Peace and Security,2014,53,78,Chile,Latin America and Caribbean ,
CHL,Political Participation,2014,66,61.59,Chile,Latin America and Caribbean ,
CHL,Civic Participation,2015,107,40.43,Chile,Latin America and Caribbean ,
CHL,Education,2015,40,80.91,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2015,53,64.51,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2015,2,92.11,Chile,Latin America and Caribbean ,
CHL,Health and Wellbeing,2015,53,81.84,Chile,Latin America and Caribbean ,
CHL,Peace and Security,2015,50,78.68,Chile,Latin America and Caribbean ,
CHL,Political Participation,2015,79,57.14,Chile,Latin America and Caribbean ,
CHL,Civic Participation,2016,115,39.06,Chile,Latin America and Caribbean ,
CHL,Education,2016,40,80.64,Chile,Latin America and Caribbean ,
CHL,Employment and Opportunity,2016,50,67.42,Chile,Latin America and Caribbean ,
CHL,Equality of Opportunity,2016,28,83.28,Chile,Latin America and Caribbean ,
