group,Iso3,category,year,banded
Employment and Opportunity,LBR,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.237
Employment and Opportunity,AUS,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.91
Employment and Opportunity,HND,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.575
Employment and Opportunity,BRN,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.866
Employment and Opportunity,BEN,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.452
Employment and Opportunity,RUS,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.825
Employment and Opportunity,SVK,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.871
Employment and Opportunity,PNG,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.627
Employment and Opportunity,CYP,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.971
Employment and Opportunity,PRT,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.915
Employment and Opportunity,HND,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.516
Employment and Opportunity,ECU,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.499
Employment and Opportunity,SVN,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.974
Employment and Opportunity,GMB,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.255
Employment and Opportunity,BFA,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.213
Employment and Opportunity,GNB,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.407
Employment and Opportunity,BFA,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.269
Employment and Opportunity,PHL,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.607
Employment and Opportunity,MYS,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.921
Employment and Opportunity,SLB,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.642
Employment and Opportunity,VCT,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.648
Employment and Opportunity,IRL,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.934
Employment and Opportunity,LSO,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.402
Employment and Opportunity,BFA,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.232
Employment and Opportunity,SGP,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.979
Employment and Opportunity,BRA,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.565
Employment and Opportunity,CYP,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.966
Employment and Opportunity,MNG,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.897
Employment and Opportunity,FIN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.961
Employment and Opportunity,MRT,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.486
Employment and Opportunity,SVN,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.974
Employment and Opportunity,LCA,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.649
Employment and Opportunity,PRT,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.921
Employment and Opportunity,COL,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.612
Employment and Opportunity,MDG,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.187
Employment and Opportunity,MNG,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.897
Employment and Opportunity,NER,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0
Employment and Opportunity,GBR,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.886
Employment and Opportunity,BHR,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.914
Employment and Opportunity,URY,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.626
Employment and Opportunity,LVA,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.9
Employment and Opportunity,PRK,Adolescent fertility rate (births per 1000 women ages 15-19),2013,1
Employment and Opportunity,CRI,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.618
Employment and Opportunity,IRN,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.822
Employment and Opportunity,KAZ,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.804
Employment and Opportunity,QAT,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.933
Employment and Opportunity,SLB,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.654
Employment and Opportunity,FIN,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.954
Employment and Opportunity,GEO,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.736
Employment and Opportunity,IDN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.678
Employment and Opportunity,KEN,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.389
Employment and Opportunity,DJI,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.862
Employment and Opportunity,KWT,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.938
Employment and Opportunity,BGD,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.459
Employment and Opportunity,TZA,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.193
Employment and Opportunity,VEN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.484
Employment and Opportunity,GNQ,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.258
Employment and Opportunity,FRA,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.942
Employment and Opportunity,MNE,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.923
Employment and Opportunity,CAF,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.395
Employment and Opportunity,LBN,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.918
Employment and Opportunity,ARM,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.844
Employment and Opportunity,BTN,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.767
Employment and Opportunity,SYC,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.612
Employment and Opportunity,MYS,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.921
Employment and Opportunity,LAO,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.583
Employment and Opportunity,SDN,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.482
Employment and Opportunity,WSM,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.837
Employment and Opportunity,LAO,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.583
Employment and Opportunity,SLE,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.135
Employment and Opportunity,MDG,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.237
Employment and Opportunity,LVA,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.913
Employment and Opportunity,RUS,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.822
Employment and Opportunity,KHM,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.678
Employment and Opportunity,MYS,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.917
Employment and Opportunity,TUN,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.962
Employment and Opportunity,AGO,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0
Employment and Opportunity,GNQ,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.246
Employment and Opportunity,COM,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.505
Employment and Opportunity,DZA,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.934
Employment and Opportunity,CIV,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.122
Employment and Opportunity,HND,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.537
Employment and Opportunity,UZB,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.886
Employment and Opportunity,POL,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.915
Employment and Opportunity,COL,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.667
Employment and Opportunity,KWT,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.938
Employment and Opportunity,TUR,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.819
Employment and Opportunity,MEX,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.582
Employment and Opportunity,BLZ,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.569
Employment and Opportunity,COG,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.226
Employment and Opportunity,DJI,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.862
Employment and Opportunity,CHN,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.955
Employment and Opportunity,USA,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.847
Employment and Opportunity,JOR,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.832
Employment and Opportunity,AZE,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.622
Employment and Opportunity,BGR,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.728
Employment and Opportunity,MAR,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.787
Employment and Opportunity,ROU,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.775
Employment and Opportunity,ISR,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.922
Employment and Opportunity,BGR,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.752
Employment and Opportunity,RUS,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.847
Employment and Opportunity,CZE,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.932
Employment and Opportunity,TGO,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.404
Employment and Opportunity,JPN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.977
Employment and Opportunity,MOZ,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.037
Employment and Opportunity,BGR,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.729
Employment and Opportunity,SYR,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.728
Employment and Opportunity,LUX,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.955
Employment and Opportunity,TZA,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.183
Employment and Opportunity,DJI,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.849
Employment and Opportunity,JAM,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.586
Employment and Opportunity,ECU,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.484
Employment and Opportunity,GAB,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.307
Employment and Opportunity,BLR,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.881
Employment and Opportunity,DJI,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.857
Employment and Opportunity,ATG,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.682
Employment and Opportunity,TJK,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.739
Employment and Opportunity,BLR,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.863
Employment and Opportunity,TJK,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.754
Employment and Opportunity,FRA,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.941
Employment and Opportunity,VNM,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.782
Employment and Opportunity,KIR,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.85
Employment and Opportunity,TWN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.823
Employment and Opportunity,ATG,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.694
Employment and Opportunity,CAN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.938
Employment and Opportunity,ATG,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.706
Employment and Opportunity,HND,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.557
Employment and Opportunity,MDV,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.943
Employment and Opportunity,CAF,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.379
Employment and Opportunity,TLS,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.693
Employment and Opportunity,BEN,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.396
Employment and Opportunity,LCA,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.649
Employment and Opportunity,EST,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.89
Employment and Opportunity,TUR,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.798
Employment and Opportunity,PRY,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.591
Employment and Opportunity,BHS,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.774
Employment and Opportunity,VUT,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.704
Employment and Opportunity,IRN,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.814
Employment and Opportunity,SLV,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.542
Employment and Opportunity,COG,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.226
Employment and Opportunity,SOM,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.283
Employment and Opportunity,GNB,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.357
Employment and Opportunity,CHN,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.955
Employment and Opportunity,MKD,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.88
Employment and Opportunity,DOM,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.326
Employment and Opportunity,THA,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.718
Employment and Opportunity,LCA,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.636
Employment and Opportunity,GRC,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.954
Employment and Opportunity,KHM,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.685
Employment and Opportunity,GNQ,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.287
Employment and Opportunity,BGD,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.447
Employment and Opportunity,CUB,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.703
Employment and Opportunity,IRQ,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.482
Employment and Opportunity,KEN,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.406
Employment and Opportunity,SAU,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.944
Employment and Opportunity,MWI,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.089
Employment and Opportunity,NOR,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.957
Employment and Opportunity,GRD,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.755
Employment and Opportunity,EGY,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.647
Employment and Opportunity,CMR,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.209
Employment and Opportunity,GNQ,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.287
Employment and Opportunity,AUS,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.903
Employment and Opportunity,NGA,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.24
Employment and Opportunity,TUR,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.808
Employment and Opportunity,GIN,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.079
Employment and Opportunity,MRT,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.486
Employment and Opportunity,CHN,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.954
Employment and Opportunity,NLD,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.977
Employment and Opportunity,BLZ,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.532
Employment and Opportunity,ITA,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.961
Employment and Opportunity,MWI,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.046
Employment and Opportunity,ARE,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.824
Employment and Opportunity,PHL,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.607
Employment and Opportunity,FSM,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.892
Employment and Opportunity,PRT,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.926
Employment and Opportunity,LBR,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.173
Employment and Opportunity,BOL,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.53
Employment and Opportunity,PRY,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.618
Employment and Opportunity,JPN,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.976
Employment and Opportunity,ZAF,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.7
Employment and Opportunity,OMN,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.927
Employment and Opportunity,BWA,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.784
Employment and Opportunity,DEU,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.959
Employment and Opportunity,IDN,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.668
Employment and Opportunity,MDG,Adolescent fertility rate (births per 1000 women ages 15-19),2013,0.219
Employment and Opportunity,ECU,Adolescent fertility rate (births per 1000 women ages 15-19),2011,0.492
Employment and Opportunity,POL,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.915
Employment and Opportunity,BRB,Adolescent fertility rate (births per 1000 women ages 15-19),2015,0.73
Employment and Opportunity,BFA,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.287
Employment and Opportunity,BDI,Adolescent fertility rate (births per 1000 women ages 15-19),2014,0.817
Employment and Opportunity,DEU,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.952
Employment and Opportunity,CUB,Adolescent fertility rate (births per 1000 women ages 15-19),2012,0.689
Employment and Opportunity,KWT,Adolescent fertility rate (births per 1000 women ages 15-19),2010,0.922
